step,elapsed_tokens,elapsed_examples,training_loss,training_token_accuracy
1396,1104936,2792,0.698415464,0.779220779
1397,1105882,2794,0.701655867,0.763768116
1398,1106668,2796,0.659256126,0.806962025
1399,1107358,2798,0.550654015,0.839506173
1400,1108128,2800,0.817166878,0.722871452
1401,1108818,2802,0.617025232,0.81682243
1402,1109540,2804,0.666062496,0.778341794
1403,1110278,2806,0.74475633,0.752688172
1404,1111080,2808,0.694564876,0.78583196
1405,1111834,2810,0.58034338,0.825938567
1406,1112652,2812,0.667230506,0.771929825
1407,1113518,2814,0.530813411,0.817771084
1408,1114288,2816,0.477463183,0.839285714
1409,1115122,2818,0.611233329,0.802907916
1410,1115908,2820,0.687413292,0.783227848
1411,1116678,2822,0.776886028,0.754330709
1412,1117448,2824,0.547490449,0.806291391
1413,1118250,2826,0.559328557,0.808652246
1414,1119052,2828,0.575014459,0.785834739
1415,1119934,2830,0.518376267,0.800643087
1416,1120784,2832,0.698352701,0.784732824
1417,1121474,2834,0.717194409,0.771428571
1418,1122324,2836,0.532266688,0.796147673
1419,1123030,2838,0.603581141,0.823834197
1420,1123752,2840,0.743353943,0.769911504
1421,1124442,2842,0.670966633,0.804964539
1422,1125196,2844,0.46174923,0.844797178
1423,1125982,2846,0.686268919,0.786912752
1424,1126800,2848,0.62676013,0.803598201
1425,1127570,2850,0.495071715,0.822033898
1426,1128324,2852,0.63485242,0.814310051
1427,1129094,2854,0.597296536,0.795041322
1428,1129880,2856,0.740607137,0.770897833
1429,1130618,2858,0.559833699,0.807486631
1430,1131484,2860,0.542113561,0.825418994
1431,1132254,2862,0.86010182,0.72250423
1432,1133024,2864,0.611181213,0.797274276
1433,1133890,2866,0.741647161,0.74422188
1434,1134628,2868,0.712758274,0.782905983
1435,1135398,2870,0.496215976,0.828333333
1436,1136216,2872,0.583124937,0.774305556
1437,1137066,2874,0.672009185,0.795355588
1438,1137836,2876,0.729349884,0.751252087
1439,1138574,2878,0.675468117,0.779286927
1440,1139312,2880,0.746729539,0.755517827
1441,1140226,2882,0.605155214,0.775631501
1442,1140996,2884,0.578370962,0.80713128
1443,1141750,2886,0.54467733,0.832504146
1444,1142520,2888,0.62980343,0.790429043
1445,1143290,2890,0.689283332,0.8
1446,1144092,2892,0.70219239,0.762057878
1447,1144798,2894,0.519333784,0.828358209
1448,1145680,2896,0.639893195,0.781847134
1449,1146498,2898,0.506895088,0.817460317
1450,1147332,2900,0.570327338,0.780068729
1451,1148118,2902,0.688202471,0.774671053
1452,1148920,2904,0.630334339,0.787439614
1453,1149770,2906,0.600309911,0.8
1454,1150572,2908,0.571714564,0.812792512
1455,1151438,2910,0.548820004,0.7968
1456,1152144,2912,0.482563064,0.829090909
1457,1152914,2914,0.659626786,0.794014085
1458,1153652,2916,0.543617553,0.831147541
1459,1154422,2918,0.68303643,0.792163543
1460,1155176,2920,0.737201895,0.789559543
1461,1156138,2922,0.557553186,0.818181818
1462,1156892,2924,0.581904414,0.783606557
1463,1157710,2926,0.601817394,0.797101449
1464,1158560,2928,0.521685504,0.813990461
1465,1159298,2930,0.687567113,0.776785714
1466,1160228,2932,0.651307404,0.788405797
1467,1161030,2934,0.764755566,0.762601626
1468,1161864,2936,0.62845738,0.796969697
1469,1162634,2938,0.491883134,0.823024055
1470,1163452,2940,0.601183429,0.794453507
1471,1164222,2942,0.614410584,0.805237316
1472,1164976,2944,0.755832174,0.75
1473,1165842,2946,0.590309916,0.812874251
1474,1166596,2948,0.542810558,0.808652246
1475,1167366,2950,0.599148871,0.800955414
1476,1168152,2952,0.596805139,0.791390728
1477,1168906,2954,0.767000267,0.762144054
1478,1169676,2956,0.610672445,0.804020101
1479,1170526,2958,0.621415282,0.798732171
1480,1171264,2960,0.604125,0.789036545
1481,1172002,2962,0.47634321,0.847826087
1482,1172788,2964,0.584237572,0.820754717
1483,1173654,2966,0.671632924,0.805475504
1484,1174408,2968,0.764317133,0.749158249
1485,1175162,2970,0.616370604,0.780201342
1486,1175932,2972,0.623202586,0.791171477
1487,1176638,2974,0.810591757,0.757798165
1488,1177344,2976,0.555196796,0.816326531
1489,1178130,2978,0.651287718,0.795454545
1490,1179060,2980,0.465292179,0.839130435
1491,1179926,2982,0.5254501,0.810769231
1492,1180744,2984,0.810349052,0.771341463
1493,1181466,2986,0.633545819,0.807560137
1494,1182268,2988,0.570605289,0.814327485
1495,1183022,2990,0.710870341,0.78200692
1496,1183808,2992,0.567329896,0.825949367
1497,1184610,2994,0.832039558,0.75399361
1498,1185380,2996,0.703327408,0.780130293
1499,1186246,2998,0.685842919,0.797122302
1500,1187064,3000,0.529565679,0.803448276
1501,1187866,3002,0.741299488,0.766505636
1502,1188604,3004,0.649269443,0.803953871
1503,1189406,3006,0.551134436,0.803767661
1504,1190128,3008,0.571920534,0.823931624
1505,1190850,3010,0.434371666,0.851282051
1506,1191684,3012,0.636804686,0.803625378
1507,1192534,3014,0.678327208,0.786032689
1508,1193400,3016,0.712387839,0.777272727
1509,1194314,3018,0.631788604,0.780337942
1510,1195052,3020,0.622550302,0.779964222
1511,1195774,3022,0.561951428,0.798113208
1512,1196576,3024,0.542759523,0.821368948
1513,1197362,3026,0.624437421,0.793048973
1514,1198228,3028,0.543783875,0.816666667
1515,1198966,3030,0.597697475,0.814558059
1516,1199720,3032,0.639741235,0.803448276
1517,1200650,3034,0.70293168,0.753934192
1518,1201372,3036,0.700878389,0.793918919
1519,1202190,3038,0.656527163,0.804173355
1520,1202912,3040,0.649352868,0.793162393
1521,1203682,3042,0.642770421,0.789554531
1522,1204452,3044,0.615997712,0.777027027
1523,1205238,3046,0.650289543,0.81875
1524,1206040,3048,0.50429073,0.829307568
1525,1206842,3050,0.491093199,0.829383886
1526,1207676,3052,0.550953371,0.814696486
1527,1208542,3054,0.555659422,0.800312012
1528,1209344,3056,0.819378358,0.740869565
1529,1210114,3058,0.500211634,0.831404959
1530,1210916,3060,0.589650498,0.809741248
1531,1211798,3062,0.512307891,0.830924855
1532,1212632,3064,0.617961003,0.777597403
1533,1213450,3066,0.548397673,0.815286624
1534,1214300,3068,0.525349653,0.797427653
1535,1215102,3070,0.728161859,0.778145695
1536,1215904,3072,0.617703668,0.787052811
1537,1216690,3074,0.613124839,0.810084034
1538,1217492,3076,0.494234766,0.830033003
1539,1218326,3078,0.741380341,0.739770867
1540,1219096,3080,0.46293883,0.847222222
1541,1219914,3082,0.573325977,0.805194805
1542,1220668,3084,0.592285458,0.803478261
1543,1221486,3086,0.566568663,0.806291391
1544,1222224,3088,0.747835311,0.783595113
1545,1223010,3090,0.762739866,0.757774141
1546,1223780,3092,0.713051332,0.760683761
1547,1224582,3094,0.734252831,0.754966887
1548,1225400,3096,0.772129738,0.746317512
1549,1226138,3098,0.557908892,0.806930693
1550,1226972,3100,0.640297103,0.794435858
1551,1227774,3102,0.638607573,0.800304878
1552,1228544,3104,0.554861856,0.810231023
1553,1229362,3106,0.634320629,0.780730897
1554,1230420,3108,0.587260683,0.793882979
1555,1231174,3110,0.574097258,0.829391892
1556,1231960,3112,0.681586774,0.777777778
1557,1232858,3114,0.608563406,0.77675841
1558,1233596,3116,0.833499042,0.736842105
1559,1234350,3118,0.594402639,0.800632911
1560,1235184,3120,0.68064257,0.780952381
1561,1236034,3122,0.752220398,0.75862069
1562,1236836,3124,0.577407224,0.794212219
1563,1237574,3126,0.692210149,0.802980132
1564,1238424,3128,0.735181437,0.754887218
1565,1239258,3130,0.62078851,0.800295858
1566,1239948,3132,0.79297869,0.767567568
1567,1240702,3134,0.783023048,0.756622517
1568,1241504,3136,0.558944857,0.8304
1569,1242338,3138,0.607920049,0.822254335
1570,1243092,3140,0.700880279,0.798711755
1571,1243894,3142,0.655273252,0.803459119
1572,1244616,3144,0.745686994,0.754416961
1573,1245354,3146,0.62802093,0.796133568
1574,1246172,3148,0.685979452,0.779605263
1575,1246990,3150,0.631621642,0.805900621
1576,1247776,3152,0.673499691,0.791044776
1577,1248498,3154,0.579228486,0.827470687
1578,1249316,3156,0.628272425,0.786752827
1579,1250054,3158,0.705199541,0.782229965
1580,1250872,3160,0.536607849,0.838660578
1581,1251562,3162,0.598830741,0.809269162
1582,1252364,3164,0.678377688,0.782884311
1583,1253150,3166,0.732751268,0.762987013
1584,1254032,3168,0.601372774,0.787701318
1585,1254786,3170,0.768412001,0.728476821
1586,1255620,3172,0.664532307,0.79022082
1587,1256518,3174,0.555730808,0.80952381
1588,1257320,3176,0.784855028,0.762738854
1589,1258074,3178,0.651260382,0.776816609
1590,1258908,3180,0.504417698,0.795
1591,1259726,3182,0.605897127,0.788888889
1592,1260608,3184,0.48405169,0.823255814
1593,1261330,3186,0.662830995,0.785472973
1594,1262052,3188,0.643546771,0.794069193
1595,1262870,3190,0.607168513,0.798789713
1596,1263672,3192,0.566783494,0.8
1597,1264490,3194,0.693282651,0.794617564
1598,1265372,3196,0.622333576,0.8
1599,1266206,3198,0.691724015,0.776898734
1600,1267024,3200,0.612867071,0.791068581
1601,1267762,3202,0.629107545,0.815580286
1602,1268532,3204,0.538879707,0.811258278
1603,1269414,3206,0.539198785,0.791225416
1604,1270168,3208,0.66569472,0.7907743
1605,1270954,3210,0.574105055,0.807631161
1606,1271756,3212,0.627803056,0.784013605
1607,1272494,3214,0.734093649,0.783094099
1608,1273344,3216,0.726224545,0.77443609
1609,1274162,3218,0.648560373,0.807633588
1610,1274916,3220,0.620810481,0.805647841
1611,1275702,3222,0.759020365,0.758561644
1612,1276360,3224,0.62144233,0.805555556
1613,1277082,3226,0.704187396,0.773972603
1614,1277916,3228,0.559251796,0.8208
1615,1278686,3230,0.721890814,0.772727273
1616,1279504,3232,0.581616606,0.808
1617,1280290,3234,0.548120548,0.819512195
1618,1281060,3236,0.684506811,0.780445969
1619,1281846,3238,0.53767999,0.800344234
1620,1282632,3240,0.682621627,0.767479675
1621,1283370,3242,0.685286143,0.79903537
1622,1284140,3244,0.641798173,0.784482759
1623,1284990,3246,0.644652383,0.77675841
1624,1285776,3248,0.504274951,0.831987076
1625,1286562,3250,0.601618845,0.803889789
1626,1287364,3252,0.673904442,0.780730897
1627,1288038,3254,0.736163363,0.78021978
1628,1288792,3256,0.584720695,0.796296296
1629,1289674,3258,0.542915305,0.817220544
1630,1290460,3260,0.543879309,0.811864407
1631,1291230,3262,0.681931625,0.790528233
1632,1292096,3264,0.749221482,0.737248841
1633,1292898,3266,0.808221744,0.75037594
1634,1293668,3268,0.730519686,0.753554502
1635,1294486,3270,0.74027909,0.753670473
1636,1295256,3272,0.703693667,0.771900826
1637,1296026,3274,0.676149857,0.782679739
1638,1296764,3276,0.678297692,0.776816609
1639,1297470,3278,0.8589341,0.736749117
1640,1298320,3280,0.758417431,0.757527734
1641,1299106,3282,0.571258132,0.816
1642,1299940,3284,0.728080163,0.756578947
1643,1300694,3286,0.671639721,0.79245283
1644,1301448,3288,0.734968156,0.762684124
1645,1302186,3290,0.640076073,0.8
1646,1302972,3292,0.694331394,0.794827586
1647,1303918,3294,0.552256395,0.810185185
1648,1304704,3296,0.570802297,0.803361345
1649,1305490,3298,0.621020847,0.814173228
1650,1306260,3300,0.748298612,0.760539629
1651,1307014,3302,0.633364194,0.773139746
1652,1307768,3304,0.509181058,0.840425532
1653,1308554,3306,0.825597015,0.741157556
1654,1309324,3308,0.799370908,0.743288591
1655,1310126,3310,0.745024757,0.785602504
1656,1311024,3312,0.742204839,0.770380435
1657,1311794,3314,0.591696802,0.823240589
1658,1312500,3316,0.661198919,0.791958042
1659,1313382,3318,0.677731301,0.786816269
1660,1314120,3320,0.690281059,0.783693844
1661,1314922,3322,0.5494418,0.815068493
1662,1315676,3324,0.859079376,0.746086957
1663,1316462,3326,0.635277234,0.774299835
1664,1317184,3328,0.521685679,0.827225131
1665,1317970,3330,0.791226517,0.747884941
1666,1318740,3332,0.700597458,0.773109244
1667,1319494,3334,0.673449936,0.78807947
1668,1320328,3336,0.554357049,0.8064
1669,1321114,3338,0.785352603,0.780410742
1670,1321916,3340,0.603733173,0.807936508
1671,1322670,3342,0.560549114,0.829073482
1672,1323520,3344,0.675283961,0.781388479
1673,1324242,3346,0.685096914,0.803278689
1674,1324996,3348,0.694308394,0.782392027
1675,1325814,3350,0.696251999,0.761682243
1676,1326696,3352,0.637842085,0.776255708
1677,1327498,3354,0.729672026,0.778625954
1678,1328316,3356,0.553864082,0.827534039
1679,1329150,3358,0.705031347,0.787077827
1680,1329872,3360,0.510146744,0.835087719
1681,1330626,3362,0.588811032,0.810375671
1682,1331396,3364,0.572511114,0.806763285
1683,1332230,3366,0.583008903,0.830104322
1684,1332952,3368,0.637942227,0.81663837
1685,1333786,3370,0.700299628,0.758832565
1686,1334620,3372,0.596839204,0.804281346
1687,1335406,3374,0.783715334,0.744463373
1688,1336224,3376,0.771905217,0.734597156
1689,1336930,3378,0.616131157,0.788104089
1690,1337668,3380,0.472904546,0.852649007
1691,1338454,3382,0.667269491,0.784053156
1692,1339224,3384,0.503962995,0.830065359
1693,1340058,3386,0.449455497,0.84
1694,1340860,3388,0.674312118,0.784539474
1695,1341582,3390,0.793280862,0.743362832
1696,1342320,3392,0.864199118,0.729681979
1697,1343042,3394,0.654441869,0.782534247
1698,1343748,3396,0.627276006,0.824829932
1699,1344502,3398,0.635409642,0.788590604
1700,1345304,3400,0.604343215,0.799011532
1701,1346106,3402,0.62787814,0.782608696
1702,1346908,3404,0.645592713,0.782820097
1703,1347726,3406,0.882789461,0.736280488
1704,1348544,3408,0.604433588,0.803405573
1705,1349346,3410,0.490686385,0.819397993
1706,1350132,3412,0.569713636,0.803459119
1707,1350950,3414,0.589365173,0.801916933
1708,1351848,3416,0.59690743,0.791208791
1709,1352586,3418,0.596727578,0.825795645
1710,1353420,3420,0.505380523,0.818611987
1711,1354286,3422,0.676501523,0.773413897
1712,1355152,3424,0.582490086,0.776049767
1713,1355954,3426,0.714523403,0.755102041
1714,1356740,3428,0.604123788,0.798319328
1715,1357590,3430,0.631691921,0.780564263
1716,1358376,3432,0.698466754,0.78202995
1717,1359242,3434,0.546635624,0.8
1718,1359948,3436,0.824103324,0.739852399
1719,1360686,3438,0.655593105,0.788908766
1720,1361440,3440,0.576803222,0.812286689
1721,1362450,3442,0.544833286,0.815468114
1722,1363332,3444,0.706184096,0.774336283
1723,1364214,3446,0.468641612,0.812893082
1724,1365032,3448,0.708179295,0.774885145
1725,1365834,3450,0.783038575,0.76012966
1726,1366780,3452,0.432820732,0.835798817
1727,1367598,3454,0.740371679,0.75477707
1728,1368480,3456,0.584681298,0.807580175
1729,1369282,3458,0.57038493,0.808290155
1730,1370036,3460,0.519194627,0.826825127
1731,1370918,3462,0.683752068,0.790977444
1732,1371768,3464,0.907885551,0.740412979
1733,1372570,3466,0.620588026,0.785953177
1734,1373244,3468,0.559842614,0.807116105
1735,1374030,3470,0.732086961,0.782679739
1736,1374816,3472,0.447649275,0.858712716
1737,1375634,3474,0.507101189,0.837920489
1738,1376452,3476,0.624085724,0.8
1739,1377238,3478,0.656126753,0.7960199
1740,1377992,3480,0.713856552,0.760204082
1741,1378810,3482,0.567038264,0.805152979
1742,1379644,3484,0.648245217,0.797546012
1743,1380446,3486,0.570958119,0.802306425
1744,1381424,3488,0.699574804,0.762839879
1745,1382226,3490,0.519812024,0.81803005
1746,1382948,3492,0.518702714,0.823321555
1747,1383718,3494,0.618704675,0.791738382
1748,1384520,3496,0.560943972,0.812101911
1749,1385290,3498,0.598058289,0.808752026
1750,1386012,3500,0.532910768,0.835616438
1751,1386830,3502,0.645639055,0.784753363
1752,1387696,3504,0.570766907,0.819645733
1753,1388498,3506,0.559871369,0.815960912
1754,1389252,3508,0.548222913,0.816466552
1755,1389990,3510,0.556017586,0.828150573
1756,1390744,3512,0.56008062,0.807432432
1757,1391562,3514,0.588635929,0.801574803
1758,1392364,3516,0.603469272,0.789735099
1759,1393134,3518,0.553905472,0.825370675
1760,1393872,3520,0.621694301,0.774725275
1761,1394690,3522,0.639206785,0.770096463
1762,1395460,3524,0.810880654,0.76433121
1763,1396246,3526,0.517611556,0.81986532
1764,1397064,3528,0.552465893,0.806188925
1765,1397850,3530,0.519775585,0.834621329
1766,1398604,3532,0.493051117,0.845140033
1767,1399470,3534,0.529930441,0.819648094
1768,1400208,3536,0.610289727,0.806896552
1769,1401026,3538,0.568022893,0.793333333
1770,1401812,3540,0.575559309,0.79903537
1771,1402614,3542,0.625539169,0.8
1772,1403336,3544,0.744516423,0.770408163
1773,1404154,3546,0.74172217,0.770670827
1774,1404972,3548,0.574258376,0.79357022
1775,1405758,3550,0.637334271,0.800327332
1776,1406544,3552,0.639915924,0.800658979
1777,1407266,3554,0.495389392,0.838487973
1778,1407988,3556,0.673349346,0.788194444
1779,1408838,3558,0.484053495,0.85252809
1780,1409704,3560,0.532459978,0.824561404
1781,1410490,3562,0.835252389,0.726229508
1782,1411244,3564,0.747358018,0.759057971
1783,1412014,3566,0.534835716,0.836177474
1784,1412784,3568,0.776679539,0.767479675
1785,1413554,3570,0.579060344,0.819935691
1786,1414324,3572,0.715552914,0.791666667
1787,1415062,3574,0.661138484,0.78330373
1788,1415832,3576,0.701608109,0.768844221
1789,1416618,3578,0.646390209,0.788944724
1790,1417420,3580,0.632409256,0.810766721
1791,1418270,3582,0.682802047,0.787037037
1792,1419088,3584,0.650896729,0.786407767
1793,1419858,3586,0.67123508,0.783693844
1794,1420580,3588,0.653755741,0.790035587
1795,1421382,3590,0.748593993,0.750402576
1796,1422136,3592,0.955247969,0.717495987
1797,1422906,3594,0.653915441,0.797468354
1798,1423772,3596,0.630728446,0.762820513
1799,1424558,3598,0.638753325,0.782051282
1800,1425216,3600,0.763567341,0.771962617
1801,1425970,3602,0.770244645,0.783034258
1802,1426852,3604,0.560958249,0.821981424
1803,1427622,3606,0.636103144,0.784853701
1804,1428392,3608,0.775682355,0.740418118
1805,1429226,3610,0.581882422,0.79778831
1806,1430076,3612,0.745891539,0.774853801
1807,1430846,3614,0.546820752,0.810344828
1808,1431600,3616,0.495546947,0.83277027
1809,1432498,3618,0.571791289,0.810264386
1810,1433220,3620,0.671204554,0.780357143
1811,1434070,3622,0.443391781,0.836666667
1812,1434824,3624,0.706544331,0.752181501
1813,1435610,3626,0.563548908,0.816466552
1814,1436396,3628,0.592872309,0.803660566
1815,1437150,3630,0.485659011,0.845614035
1816,1438032,3632,0.4032442,0.86328725
1817,1438770,3634,0.537592763,0.832478632
1818,1439508,3636,0.527731217,0.837288136
1819,1440358,3638,0.373782799,0.860856269
1820,1441160,3640,0.565245756,0.828478964
1821,1441978,3642,0.415214809,0.873511905
1822,1442764,3644,0.631139257,0.803786575
1823,1443566,3646,0.48371171,0.839607201
1824,1444400,3648,0.689968468,0.776579353
1825,1445282,3650,0.501333412,0.852760736
1826,1446068,3652,0.524007069,0.821192053
1827,1446838,3654,0.402320362,0.87804878
1828,1447640,3656,0.486230551,0.837096774
1829,1448474,3658,0.435581968,0.82155477
1830,1449452,3660,0.578443317,0.8101983
1831,1450302,3662,0.487635555,0.844410876
1832,1451184,3664,0.518430829,0.79876161
1833,1451938,3666,0.582576854,0.811418685
1834,1452724,3668,0.561658434,0.823723229
1835,1453494,3670,0.41791719,0.866883117
1836,1454328,3672,0.466133707,0.867256637
1837,1455130,3674,0.49648172,0.847133758
1838,1455868,3676,0.481499122,0.849087894
1839,1456622,3678,0.549673735,0.801834862
1840,1457376,3680,0.462326726,0.863123994
1841,1458098,3682,0.638327796,0.81294964
1842,1458868,3684,0.568957039,0.831973899
1843,1459622,3686,0.419913384,0.862809917
1844,1460392,3688,0.487181924,0.832535885
1845,1461178,3690,0.48326607,0.853543307
1846,1461980,3692,0.49590006,0.833333333
1847,1462766,3694,0.458612619,0.849246231
1848,1463472,3696,0.441361411,0.845753899
1849,1464210,3698,0.505183591,0.857621441
1850,1464980,3700,0.536391137,0.836538462
1851,1465798,3702,0.457328662,0.850241546
1852,1466568,3704,0.609121995,0.821070234
1853,1467354,3706,0.485424005,0.856037152
1854,1468108,3708,0.464433405,0.840909091
1855,1468926,3710,0.403598267,0.846801347
1856,1469680,3712,0.459968954,0.856198347
1857,1470466,3714,0.672873691,0.787479407
1858,1471316,3716,0.541175666,0.827687776
1859,1472134,3718,0.448530379,0.840460526
1860,1472952,3720,0.458059633,0.83728278
1861,1473690,3722,0.444622756,0.850352113
1862,1474492,3724,0.531236655,0.853915663
1863,1475166,3726,0.603739422,0.812267658
1864,1475904,3728,0.595728478,0.805263158
1865,1476770,3730,0.470813934,0.861236802
1866,1477572,3732,0.427600172,0.846270928
1867,1478390,3734,0.425694221,0.865079365
1868,1479160,3736,0.378458165,0.8736
1869,1479898,3738,0.478408392,0.837591241
1870,1480748,3740,0.372328456,0.863934426
1871,1481678,3742,0.506683426,0.823880597
1872,1482464,3744,0.508422533,0.846921797
1873,1483266,3746,0.74784243,0.789877301
1874,1484132,3748,0.434319806,0.8438949
1875,1484918,3750,0.445811374,0.867298578
1876,1485704,3752,0.449249325,0.854132901
1877,1486522,3754,0.336714696,0.887537994
1878,1487308,3756,0.557282063,0.811501597
1879,1488110,3758,0.598369767,0.80221519
1880,1488848,3760,0.428054271,0.868824532
1881,1489698,3762,0.483690287,0.832822086
1882,1490404,3764,0.385391401,0.880269815
1883,1491142,3766,0.552404076,0.809608541
1884,1491848,3768,0.501472684,0.83248731
1885,1492586,3770,0.525051255,0.848993289
1886,1493468,3772,0.384376251,0.869760479
1887,1494222,3774,0.563203242,0.812824957
1888,1495056,3776,0.381511831,0.879573171
1889,1495874,3778,0.626110677,0.775544389
1890,1496724,3780,0.470234058,0.845821326
1891,1497622,3782,0.461947367,0.841715976
1892,1498392,3784,0.456415114,0.845744681
1893,1499178,3786,0.460754291,0.849445325
1894,1499948,3788,0.707913173,0.767946578
1895,1500894,3790,0.405308138,0.853067047
1896,1501776,3792,0.429924641,0.858220211
1897,1502626,3794,0.472681438,0.835463259
1898,1503364,3796,0.645648441,0.805172414
1899,1504182,3798,0.662179551,0.810641628
1900,1505000,3800,0.465924976,0.820338983
1901,1505786,3802,0.453914029,0.848333333
1902,1506572,3804,0.565931535,0.809836066
1903,1507454,3806,0.479720307,0.827160494
1904,1508208,3808,0.443072203,0.866556837
1905,1509042,3810,0.578560397,0.814241486
1906,1509780,3812,0.377580412,0.877280265
1907,1510518,3814,0.430098927,0.852049911
1908,1511256,3816,0.455760153,0.863563403
1909,1511962,3818,0.513972026,0.845626072
1910,1512652,3820,0.422540292,0.859884837
1911,1513438,3822,0.645332029,0.794830372
1912,1514144,3824,0.550060688,0.826530612
1913,1514946,3826,0.404069508,0.868378812
1914,1515748,3828,0.538559689,0.819561551
1915,1516582,3830,0.612996144,0.780165289
1916,1517384,3832,0.604827526,0.80625
1917,1518250,3834,0.38597952,0.874095514
1918,1519020,3836,0.521159945,0.823248408
1919,1519806,3838,0.528682514,0.819805195
1920,1520528,3840,0.556783954,0.818681319
1921,1521426,3842,0.492949253,0.838757396
1922,1522292,3844,0.433527953,0.854790419
1923,1523030,3846,0.424997969,0.873920553
1924,1523752,3848,0.417577972,0.842560554
1925,1524522,3850,0.664176825,0.78202995
1926,1525372,3852,0.572968269,0.79
1927,1526142,3854,0.547126936,0.839622642
1928,1526928,3856,0.412109751,0.854063018
1929,1527714,3858,0.475281731,0.843071786
1930,1528532,3860,0.327291317,0.885448916
1931,1529382,3862,0.575466967,0.823622047
1932,1530168,3864,0.538905976,0.828025478
1933,1530938,3866,0.510515197,0.837025316
1934,1531692,3868,0.487079549,0.848333333
1935,1532430,3870,0.312826466,0.899830221
1936,1533168,3872,0.411948119,0.856164384
1937,1533954,3874,0.546727,0.838709677
1938,1534724,3876,0.692851577,0.794392523
1939,1535526,3878,0.469007529,0.852359209
1940,1536392,3880,0.427852392,0.854237288
1941,1537194,3882,0.467325555,0.847926267
1942,1537964,3884,0.372876389,0.881188119
1943,1538702,3886,0.525381099,0.826235094
1944,1539488,3888,0.540579431,0.821256039
1945,1540242,3890,0.575034977,0.813531353
1946,1541012,3892,0.500249314,0.853135314
1947,1541814,3894,0.625360663,0.802405498
1948,1542680,3896,0.608554032,0.803827751
1949,1543434,3898,0.610902409,0.821731749
1950,1544428,3900,0.575484099,0.797142857
1951,1545150,3902,0.540375431,0.839100346
1952,1546016,3904,0.45418056,0.856729378
1953,1546770,3906,0.57512526,0.81533101
1954,1547604,3908,0.561840696,0.823338736
1955,1548406,3910,0.515820891,0.838957055
1956,1549288,3912,0.361085543,0.86858006
1957,1550090,3914,0.41945065,0.8496
1958,1550844,3916,0.418585138,0.862944162
1959,1551614,3918,0.510511647,0.83277592
1960,1552400,3920,0.571404153,0.813021703
1961,1553154,3922,0.401497811,0.862244898
1962,1553908,3924,0.316728802,0.890625
1963,1554710,3926,0.627265153,0.802287582
1964,1555496,3928,0.576019243,0.813531353
1965,1556282,3930,0.4617908,0.849637681
1966,1557100,3932,0.518848754,0.811643836
1967,1557838,3934,0.511472234,0.846534653
1968,1558560,3936,0.486956929,0.840909091
1969,1559410,3938,0.497503507,0.836795252
1970,1560180,3940,0.513502585,0.833333333
1971,1560966,3942,0.374062315,0.878640777
1972,1561928,3944,0.469578403,0.813682678
1973,1562746,3946,0.48541259,0.847484277
1974,1563500,3948,0.657870455,0.780528053
1975,1564318,3950,0.521940963,0.853080569
1976,1565200,3952,0.446706634,0.853658537
1977,1565970,3954,0.366102579,0.880877743
1978,1566676,3956,0.552888512,0.824956672
1979,1567430,3958,0.487014524,0.84148398
1980,1568152,3960,0.478638367,0.854237288
1981,1568922,3962,0.589377843,0.81
1982,1569708,3964,0.76342772,0.761437908
1983,1570462,3966,0.556532714,0.816151203
1984,1571232,3968,0.590678761,0.805460751
1985,1572066,3970,0.550889245,0.8140625
1986,1572836,3972,0.368194622,0.875432526
1987,1573638,3974,0.39474176,0.880620155
1988,1574440,3976,0.419629344,0.862354892
1989,1575210,3978,0.580288656,0.834752981
1990,1575980,3980,0.497891513,0.8363047
1991,1576734,3982,0.523279343,0.834170854
1992,1577616,3984,0.424683342,0.844479005
1993,1578386,3986,0.513795684,0.841503268
1994,1579204,3988,0.446349467,0.858490566
1995,1579926,3990,0.483816291,0.851602024
1996,1580680,3992,0.445197436,0.859861592
1997,1581530,3994,0.41065323,0.851851852
1998,1582396,3996,0.508683572,0.827794562
1999,1583358,3998,0.401285073,0.85530086
2000,1584144,4000,0.590871576,0.829192547
2001,1584930,4002,0.399300226,0.861720067
2002,1585732,4004,0.404066487,0.868253968
2003,1586502,4006,0.585174149,0.816558442
2004,1587320,4008,0.4973949,0.851796407
2005,1588154,4010,0.682709043,0.79245283
2006,1588892,4012,0.362664037,0.891588785
2007,1589630,4014,0.402015252,0.885
2008,1590576,4016,0.483235272,0.826546003
2009,1591250,4018,0.51066383,0.84148398
2010,1592036,4020,0.485685271,0.843853821
2011,1592806,4022,0.41835099,0.878640777
2012,1593640,4024,0.458769054,0.854103343
2013,1594378,4026,0.42943414,0.84317032
2014,1595196,4028,0.496728039,0.849028401
2015,1595998,4030,0.58972221,0.80861244
2016,1596912,4032,0.36944325,0.868181818
2017,1597714,4034,0.553538957,0.806501548
2018,1598468,4036,0.568450907,0.811570248
2019,1599238,4038,0.534499963,0.849673203
2020,1600008,4040,0.450012884,0.839732888
2021,1600698,4042,0.658237167,0.796363636
2022,1601468,4044,0.450233491,0.85089141
2023,1602254,4046,0.474871593,0.853420195
2024,1603040,4048,0.504559119,0.816360601
2025,1603810,4050,0.591565264,0.806188925
2026,1604532,4052,0.430156563,0.856661046
2027,1605350,4054,0.411825789,0.853968254
2028,1606104,4056,0.49779653,0.863934426
2029,1606794,4058,0.553053737,0.831010453
2030,1607596,4060,0.48413027,0.83908046
2031,1608382,4062,0.47705949,0.844444444
